Op.,WoO,Hess,Biamonti,title,key,scoring,genre,name,year,minor,key_note,Unv.,major-minor,type,essential
Op. 105 No. 3,,,Biamonti 693/3," National Airs with Variations :  Air autrichien (""A Schsserl und a Reindel"")",C major, fl/vn pf,Chamber,"Op. 105 No. 3, Biamonti 693/3",1818.0,0.0,C,,major,Duo,other
Op. 105 No. 4,,,Biamonti 693/4," National Airs with Variations :  Air écossais (""The Last Rose of Summer"")",E flat major, fl/vn pf,Chamber,"Op. 105 No. 4, Biamonti 693/4",1818.0,0.0,E flat,,major,Duo,other
Op. 105 No. 5,,,Biamonti 693/5," National Airs with Variations :  Air écossais (""Chiling O'Guiry"")",E flat major, fl/vn pf,Chamber,"Op. 105 No. 5, Biamonti 693/5",1818.0,0.0,E flat,,major,Duo,other
Op. 105 No. 6,,,Biamonti 693/6," National Airs with Variations :  Air écossais (""Paddy Whack"")",D major, fl/vn pf,Chamber,"Op. 105 No. 6, Biamonti 693/6",1818.0,0.0,D,,major,Duo,other
Op. 106,,,Biamonti 708," Piano Sonata No.29 (""Hammerklavier"")",B flat major, pf,Keyboard,"Op. 106, Biamonti 708",1818.0,0.0,B flat,,major,Sonata for Piano,other
Op. 107 No. 1,,,Biamonti 694/1," National Airs with Variations : Air tirolien (""I bin a Tiroler Bua"")",unknown, fl/vn pf,Chamber,"Op. 107 No. 1, Biamonti 694/1",1819.0,,unknown,,unknown key,Duo,other
Op. 107 No. 2,,,Biamonti 694/2," National Airs with Variations : Air écossais (""Bonnie Laddie  Highland Laddie"")",unknown, fl/vn pf,Chamber,"Op. 107 No. 2, Biamonti 694/2",1818.0,,unknown,,unknown key,Duo,other
Op. 107 No. 3,,,Biamonti 694/3, National Airs with Variations : Air de la petite Russie,unknown, fl/vn pf,Chamber,"Op. 107 No. 3, Biamonti 694/3",1819.0,,unknown,,unknown key,Duo,other
Op. 107 No. 4,,,Biamonti 694/4," National Airs with Variations : Air écossais (""St. Patrick's Day"")",unknown, fl/vn pf,Chamber,"Op. 107 No. 4, Biamonti 694/4",1819.0,,unknown,,unknown key,Duo,other
Op. 107 No. 5,,,Biamonti 694/5," National Airs with Variations : Air tirolien (""A Madel  ja a Madel"")",unknown, fl/vn pf,Chamber,"Op. 107 No. 5, Biamonti 694/5",1818.0,,unknown,,unknown key,Duo,other
Op. 107 No. 6,,,Biamonti 694/6," National Airs with Variations : Air écossais (""Merch Megan"")",unknown, fl/vn pf,Chamber,"Op. 107 No. 6, Biamonti 694/6",1818.0,,unknown,,unknown key,Duo,other
Op. 107 No. 7,,,Biamonti 694/7," National Airs with Variations : Air russe (""Schöne Minka"")",unknown, fl/vn pf,Chamber,"Op. 107 No. 7, Biamonti 694/7",1818.0,,unknown,,unknown key,Duo,other
Op. 107 No. 8,,,Biamonti 694/8," National Airs with Variations : Air écossais (""O  Mary at thy Window Be"")",unknown, fl/vn pf,Chamber,"Op. 107 No. 8, Biamonti 694/8",1818.0,,unknown,,unknown key,Duo,other
Op. 107 No. 9,,,Biamonti 694/9," National Airs with Variations : Air écossais (""Oh  Thou art the Lad of my Heart"")",unknown, fl/vn pf,Chamber,"Op. 107 No. 9, Biamonti 694/9",1818.0,,unknown,,unknown key,Duo,other
Op. 107 No. 10,,,Biamonti 694/10," National Airs with Variations : Air écossais (""The Highland Watch"")",unknown, fl/vn pf,Chamber,"Op. 107 No. 10, Biamonti 694/10",1818.0,,unknown,,unknown key,Duo,other
Op. 108 No. 1,,,Biamonti 660/1," Scottish Songs : Music  Love and Wine (""O let me music hear  night and day!"")",unknown, v vn vc pf,Vocal,"Op. 108 No. 1, Biamonti 660/1",1817.0,,unknown,,unknown key,Song,other
Op. 108 No. 2,,,Biamonti 660/2," Scottish Songs : Sunset (""The sun upon the Weirdlaw Hill"")",unknown, v vn vc pf,Vocal,"Op. 108 No. 2, Biamonti 660/2",1818.0,,unknown,,unknown key,Song,other
Op. 108 No. 3,,,Biamonti 660/3, Scottish Songs : O Sweet were the Hours,unknown, v vn vc pf,Vocal,"Op. 108 No. 3, Biamonti 660/3",1817.0,,unknown,,unknown key,Song,other
Op. 108 No. 4,,,Biamonti 660/4," Scottish Songs : The Maid of Isla (""O maid of Isla from yon cliff"")",unknown, v vn vc pf,Vocal,"Op. 108 No. 4, Biamonti 660/4",1817.0,,unknown,,unknown key,Song,other
Op. 108 No. 5,,,Biamonti 660/5, Scottish Songs : The Sweetest Lad was Jamie,unknown, v vn vc pf,Vocal,"Op. 108 No. 5, Biamonti 660/5",1815.0,,unknown,,unknown key,Song,other
Op. 108 No. 6,,,Biamonti 660/6, Scottish Songs : Dim  Dim is my Eye,unknown, v vn vc pf,Vocal,"Op. 108 No. 6, Biamonti 660/6",1815.0,,unknown,,unknown key,Song,other
Op. 108 No. 7,,,Biamonti 660/7," Scottish Songs : Bonnie Laddie  Highland Laddie (""Where got ye that siller moon"")",unknown, v vn vc pf,Vocal,"Op. 108 No. 7, Biamonti 660/7",1815.0,,unknown,,unknown key,Song,other
Op. 108 No. 8,,,Biamonti 660/8, Scottish Songs : The Lovely Lass of Inverness,unknown, v vn vc pf,Vocal,"Op. 108 No. 8, Biamonti 660/8",1816.0,,unknown,,unknown key,Song,other
Op. 108 No. 9,,,Biamonti 660/9, Scottish Songs : Behold my Love how Green the Groves,unknown, v vn vc pf,Vocal,"Op. 108 No. 9, Biamonti 660/9",1817.0,,unknown,,unknown key,Song,other
Op. 108 No. 10,,,Biamonti 660/10," Scottish Songs : Sympathy (""Why  Julia  say  that pensive mien?"")",unknown, v vn vc pf,Vocal,"Op. 108 No. 10, Biamonti 660/10",1815.0,,unknown,,unknown key,Song,other
Op. 108 No. 11,,,Biamonti 660/11, Scottish Songs : O! Thou Art the Lad of my Heart,unknown, v vn vc pf,Vocal,"Op. 108 No. 11, Biamonti 660/11",1815.0,,unknown,,unknown key,Song,other
Op. 108 No. 12,,,Biamonti 660/12, Scottish Songs : O  Had My Fate Been Join'd With Thine,unknown, v vn vc pf,Vocal,"Op. 108 No. 12, Biamonti 660/12",1816.0,,unknown,,unknown key,Song,other
Op. 108 No. 13,,,Biamonti 660/13, Scottish Songs : Come Fill  Fill  my Good fellow!,unknown, v vn vc pf,Vocal,"Op. 108 No. 13, Biamonti 660/13",1817.0,,unknown,,unknown key,Song,other
Op. 108 No. 14,,,Biamonti 660/14, Scottish Songs : O  How Can I Be Blithe and Glad,unknown, v vn vc pf,Vocal,"Op. 108 No. 14, Biamonti 660/14",1816.0,,unknown,,unknown key,Song,other
Op. 108 No. 15,,,Biamonti 660/15, Scottish Songs : O Cruel Was My Father,unknown, v vn vc pf,Vocal,"Op. 108 No. 15, Biamonti 660/15",1816.0,,unknown,,unknown key,Song,other
Op. 108 No. 16,,,Biamonti 660/16, Scottish Songs : Could This Ill World Have Been Contriv'd,unknown, v vn vc pf,Vocal,"Op. 108 No. 16, Biamonti 660/16",1816.0,,unknown,,unknown key,Song,other
Op. 108 No. 17,,,Biamonti 660/17, Scottish Songs : O Mary  at Thy Window Be,unknown, v vn vc pf,Vocal,"Op. 108 No. 17, Biamonti 660/17",1817.0,,unknown,,unknown key,Song,other
Op. 108 No. 18,,,Biamonti 660/18, Scottish Songs : Enchantress  Farewell,unknown, v vn vc pf,Vocal,"Op. 108 No. 18, Biamonti 660/18",1818.0,,unknown,,unknown key,Song,other
Op. 108 No. 19,,,Biamonti 660/19, Scottish Songs : O Swiftly Glides the Bonny Boat,unknown, v vn vc pf,Vocal,"Op. 108 No. 19, Biamonti 660/19",1815.0,,unknown,,unknown key,Song,other
Op. 108 No. 20,,,Biamonti 660/20, Scottish Songs : Faithfu' Johnie (When will you come again),unknown, v vn vc pf,Vocal,"Op. 108 No. 20, Biamonti 660/20",1813.0,,unknown,,unknown key,Song,other
Op. 108 No. 21,,,Biamonti 660/21," Scottish Songs : Jeanie's Distress (""By William late offended"")",unknown, v vn vc pf,Vocal,"Op. 108 No. 21, Biamonti 660/21",1817.0,,unknown,,unknown key,Song,other
Op. 108 No. 22,,,Biamonti 660/22," Scottish Songs : The Highland Watch (""Old Scotia  wake thy mountain strain"")",unknown, v vn vc pf,Vocal,"Op. 108 No. 22, Biamonti 660/22",1817.0,,unknown,,unknown key,Song,other
Op. 108 No. 23,,,Biamonti 660/23," Scottish Songs : The Shepherd's Song (""The gowan glitters on the sward"")",unknown, v vn vc pf,Vocal,"Op. 108 No. 23, Biamonti 660/23",1818.0,,unknown,,unknown key,Song,other
Op. 108 No. 24,,,Biamonti 660/24, Scottish Songs : Again  my Lyre,unknown, v vn vc pf,Vocal,"Op. 108 No. 24, Biamonti 660/24",1815.0,,unknown,,unknown key,Song,other
Op. 108 No. 25,,,Biamonti 660/25," Scottish Songs : Sally in Our Alley (""Of all the girls that are so smart"")",unknown, v vn vc pf,Vocal,"Op. 108 No. 25, Biamonti 660/25",1817.0,,unknown,,unknown key,Song,other
Op. 109,,,Biamonti 729, Piano Sonata No.30,E major, pf,Keyboard,"Op. 109, Biamonti 729",1820.0,0.0,E,,major,Sonata for Piano,other
Op. 110,,,Biamonti 739, Piano Sonata No.31,A flat major, pf,Keyboard,"Op. 110, Biamonti 739",1822.0,0.0,A flat,,major,Sonata for Piano,other
Op. 111,,,Biamonti 741, Piano Sonata No.32,C minor, pf,Keyboard,"Op. 111, Biamonti 741",1822.0,1.0,C,,minor,Sonata for Piano,other
Op. 112,,,Biamonti 609, Meeresstille und glückliche Fahrt(Calm Sea & Prosperous Voyage),D major, ch orch,Vocal,"Op. 112, Biamonti 609",1815.0,0.0,D,,major,Cantata,other
Op. 113,,Hess 118,Biamonti 539, Die Ruinen von Athen (The Ruins of Athens)  music to Kotzebue's drama,unknown, vv ch orch,Orchestral,"Op. 113, Biamonti 539",1811.0,,unknown,,unknown key,Incidental music,other
Op. 114,,Hess 118,Biamonti 742, Die Ruinen von Athen (The Ruins of Athens)  music to Kotzebue's drama,unknown, vv ch orch,Orchestral,"Op. 114, Biamonti 742",1822.0,,unknown,,unknown key,Incidental music,other
Op. 115,,,Biamonti 597, Overture  'Zur Namensfeier' (Name-Day),C major, orch,Orchestral,"Op. 115, Biamonti 597",1815.0,0.0,C,,major,Overture,Most popular compositions
Op. 116,,,Biamonti 567, Tremate  empi tremate,B flat major, 3vv orch,Vocal,"Op. 116, Biamonti 567",1814.0,0.0,B flat,,major,Song,other
Op. 117,,,Biamonti 538, König Stephan (King Stephen)  music to Kotzebue's play,E flat major, vv ch orch,Orchestral,"Op. 117, Biamonti 538",1811.0,0.0,E flat,,major,Incidental music,other
Op. 118,,,Biamonti 576," Elegischer Gesang (""Sanft wie du lebtest"")",unknown, 4vv 2vn va vc,Vocal,"Op. 118, Biamonti 576",1814.0,,unknown,,unknown key,Song,other
Op. 119,,,Biamonti 745, Bagatelles (11),unknown, pf,Keyboard,"Op. 119, Biamonti 745",1822.0,,unknown,,unknown key,Bagatelle,other
Op. 120,,,Biamonti 774, Veränderungen über einen Walzer ('Diabelli Variations'),C major, pf,Keyboard,"Op. 120, Biamonti 774",1823.0,0.0,C,,major,Piano variations,other
Op. 121a,,,Biamonti 654, Variations on 'Ich bin der Schneider Kakadu' (10),G major, vn va pf,Chamber,"Op. 121a, Biamonti 654",1816.0,0.0,G,,major,Other,other
Op. 121b,,,Biamonti 766," Opferlied (""Die Flamme lodert"")",E major, 3vv ch orch,Vocal,"Op. 121b, Biamonti 766",1822.0,0.0,E,,major,Song,other
Op. 121b,,,Biamonti 790," Opferlied (""Die Flamme lodert"")",E major, 3vv ch orch,Vocal,"Op. 121b, Biamonti 790",1824.0,0.0,E,,major,Song,other
Op. 122,,,Biamonti 767," Bundeslied (""In allen guten Stunden"")",B flat major, 2vv ch ww br,Vocal,"Op. 122, Biamonti 767",1824.0,0.0,B flat,,major,Song,other
Op. 123,,,Biamonti 776, Missa solemnis,D major, 4vv ch org orch,Vocal,"Op. 123, Biamonti 776",1823.0,0.0,D,,major,Mass,other
Op. 124,,Hess 118,Biamonti 742, Die Weihe des Hauses  overture,C major, orch,Orchestral,"Op. 124, Biamonti 742",1822.0,0.0,C,,major,Overture,Most popular compositions
Op. 125,,,Biamonti 787, Symphony No.9,D minor, sop alt ten bass ch,Orchestral,"Op. 125, Biamonti 787",1824.0,1.0,D,,minor,Symphony,Most popular compositions
Op. 126,,,Biamonti 788, Bagatelles(6),unknown, pf,Keyboard,"Op. 126, Biamonti 788",1824.0,,unknown,,unknown key,Bagatelle,other
Op. 127,,,Biamonti 803, String Quartet No.12,E flat major, 2vn va vc,Chamber,"Op. 127, Biamonti 803",1825.0,0.0,E flat,,major,String Quartet,other
Op. 128,,,Biamonti 748," Der Kuß(""Ich var bei Chloen ganz allein"")",A major, v pf,Vocal,"Op. 128, Biamonti 748",1718.0,0.0,A,,major,Song,other
Op. 129,,,Biamonti 162, Rondo a capriccio ('Rage Over a Lost Penny'),G major, pf,Keyboard,"Op. 129, Biamonti 162",1795.0,0.0,G,,major,Rondo for Piano,other
Op. 130,,,Biamonti 830, String Quartet No.13,B flat major, 2vn va vc,Chamber,"Op. 130, Biamonti 830",1825.0,0.0,B flat,,major,String Quartet,Included in Voyager Golden Record
Op. 131,,,Biamonti 840, String Quartet No.14,C sharp minor, 2vn va vc,Chamber,"Op. 131, Biamonti 840",1826.0,1.0,C sharp,,minor,String Quartet,other
Op. 132,,,Biamonti 808, String Quartet No.15 ('Heiliger Dankgesang'),A minor, 2vn va vc,Chamber,"Op. 132, Biamonti 808",1825.0,1.0,A,,minor,String Quartet,Most popular compositions
Op. 133,,,Biamonti 830, Große Fuge,B flat major, 2vn va vc,Chamber,"Op. 133, Biamonti 830",1826.0,0.0,B flat,,major,Other,Most popular compositions
Op. 134,,Hess 86,Biamonti 841, Große Fuge,B flat major, pf4h,Keyboard,"Op. 134, Biamonti 841",1826.0,0.0,B flat,,major,Fugue for Piano,other
Op. 135,,,Biamonti 845, String Quartet No.16,F major, 2vn va vc,Chamber,"Op. 135, Biamonti 845",1826.0,0.0,F,,major,String Quartet,other
Op. 136,,,Biamonti 581, Der glorreiche Augenblick (The Glorious Moment),unknown, 4vv ch orch,Vocal,"Op. 136, Biamonti 581",1814.0,,unknown,,unknown key,Song,other
Op. 137,,,Biamonti 678, Fugue in D major,D major, 2vn va vc,Chamber,"Op. 137, Biamonti 678",1817.0,0.0,D,,major,Other,other
Op. 138,,,Biamonti 422, Leonora Overture No.1,C major, orch,Orchestral,"Op. 138, Biamonti 422",1807.0,0.0,C,,major,Overture,other
,WoO 1,,Biamonti 29, Musik zu einem Ritterballet,D major, orch,Orchestral,"WoO 1, Biamonti 29",1791.0,0.0,D,,major,Music for Ballet,other
,WoO 1,Hess 89,Biamonti 30, Musik zu einem Ritterballet,D major, pf,Keyboard,"WoO 1, Biamonti 30",1791.0,0.0,D,,major,Other,other
,WoO 2,,, Tarpeja  music for Christoph Kuffner's drama (2):,unknown, orch,Orchestral,WoO 2,1813.0,,unknown,,unknown key,Incidental music,other
,WoO 2a,Hess 117,Biamonti 553, Triumphal March,C major, orch,Orchestral,"WoO 2a, Biamonti 553",1813.0,0.0,C,,major,March,other
,WoO 2b,Hess 117,Biamonti 554, Prelude to Act II,D major, orch,Orchestral,"WoO 2b, Biamonti 554",1805.0,0.0,D,,major,Incidental music,other
,WoO 3,,Biamonti 744, Gratulations-Menuett,E flat major, orch,Orchestral,"WoO 3, Biamonti 744",1822.0,0.0,E flat,,major,Incidental music,other
,WoO 4,,Biamonti 10, Piano Concerto,E flat major, pf orch,Orchestral,"WoO 4, Biamonti 10",1784.0,0.0,E flat,,major,Concerto,other
,WoO 5,Hess 10,Biamonti 33, Violin Concerto,C major, vn orch,Orchestral,"WoO 5, Biamonti 33",1792.0,0.0,C,,major,Concerto,other
,WoO 6,,Biamonti 103, Rondo,B flat major, pf orch,Orchestral,"WoO 6, Biamonti 103",1793.0,0.0,B flat,,major,Other works for soloist and orchestra,other
,WoO 7,,Biamonti 88, Minuets (12),unknown, orch,Orchestral,"WoO 7, Biamonti 88",1795.0,,unknown,,unknown key,Minuet,other
,WoO 7,Hess 101,Biamonti 92, Minuets (12),unknown, pf,Keyboard,"WoO 7, Biamonti 92",1795.0,,unknown,,unknown key,Minuet for Piano,other
,WoO 8,,Biamonti 89, German Dances (12),unknown, orch,Orchestral,"WoO 8, Biamonti 89",1795.0,,unknown,,unknown key,Other,other
,WoO 8,Hess 100,Biamonti 93, German Dances (12),unknown, pf,Keyboard,"WoO 8, Biamonti 93",1795.0,,unknown,,unknown key,Other,other
,WoO 9,Hess 26,Biamonti 101, Minuets (6),unknown, 2vn vc,Chamber,"WoO 9, Biamonti 101",1795.0,,unknown,,unknown key,Other,other
,WoO 10,,, Minuets (6),unknown, orch,Orchestral,WoO 10,1795.0,,unknown,,unknown key,Minuet,other
,WoO 10,,Biamonti 102, Minuets (6),unknown, pf,Keyboard,"WoO 10, Biamonti 102",1795.0,,unknown,,unknown key,Minuet for Piano,other
,WoO 11,,, Ländler (7),unknown, orch,Orchestral,WoO 11,1799.0,,unknown,,unknown key,Other,other
,WoO 11,Hess 27,Biamonti 163, Ländler (7),unknown, pf,Keyboard,"WoO 11, Biamonti 163",1799.0,,unknown,,unknown key,Other,other
,WoO 12,Hess 2,, Minuets(12),unknown, orch,Orchestral,WoO 12,1799.0,,unknown,,unknown key,Minuet,other
,WoO 13,,, German Dances (12),unknown, orch,Orchestral,WoO 13,1797.0,,unknown,,unknown key,Other,other
,WoO 13,Hess 5,Biamonti 218, German Dances (12),unknown, pf,Keyboard,"WoO 13, Biamonti 218",1797.0,,unknown,,unknown key,Other,other
,WoO 14,,Biamonti 295, Contredanses (12),unknown, orch,Orchestral,"WoO 14, Biamonti 295",1718.0,,unknown,,unknown key,Other,other
,WoO 15,,Biamonti 324, Ländler (6),D major, 2vn vc,Chamber,"WoO 15, Biamonti 324",1802.0,0.0,D,,major,Other,other
,WoO 15,,Biamonti 325, Ländler (6),D major, pf,Keyboard,"WoO 15, Biamonti 325",1802.0,0.0,D,,major,Other,other
,WoO 16,,, Ecossaises(12),unknown, orch,Orchestral,WoO 16,,,unknown,,unknown key,Other,other
,WoO 17,Hess 20,Biamonti 710, Mödlinger Tänze (11),unknown, 2cl 2hn 2vn db,Chamber,"WoO 17, Biamonti 710",1819.0,,unknown,,unknown key,Other,other
,WoO 18,,Biamonti 519/1, March ('Marsch für die bohmische Landwehr') ('Yorckscher Marsch'),F major, ww br perc,Orchestral,"WoO 18, Biamonti 519/1",1810.0,0.0,F,,major,March,other
,WoO 18,Hess 6,Biamonti 501, March ('Marsch für die bohmische Landwehr') ('Yorckscher Marsch'),F major, ww br perc,Orchestral,"WoO 18, Biamonti 501",1810.0,0.0,F,,major,March,other
,WoO 18,Hess 99,Biamonti 504, March ('Marsch für die bohmische Landwehr') ('Yorckscher Marsch'),F major, pf,Keyboard,"WoO 18, Biamonti 504",1810.0,0.0,F,,major,March for Piano,other
,WoO 18,Hess 7,Biamonti 780, March ('Marsch für die bohmische Landwehr') ('Yorckscher Marsch'),F major, ww br perc,Orchestral,"WoO 18, Biamonti 780",1822.0,0.0,F,,major,March,other
,WoO 19,,Biamonti 519/2, March,F major, ww br perc,Orchestral,"WoO 19, Biamonti 519/2",1810.0,0.0,F,,major,March,other
,WoO 19,Hess 8,Biamonti 517, March,F major, ww br perc,Orchestral,"WoO 19, Biamonti 517",1810.0,0.0,F,,major,March,other
,WoO 19,Hess 9,Biamonti 781, March,F major, ww br perc,Orchestral,"WoO 19, Biamonti 781",1822.0,0.0,F,,major,March,other
,WoO 20,,Biamonti 525, March ('Zapfenstreich') ('The Tattoo'),C major, ww br perc,Orchestral,"WoO 20, Biamonti 525",1809.0,0.0,C,,major,March,other
,WoO 21,,Biamonti 520, Polonaise,D major, ww br perc,Orchestral,"WoO 21, Biamonti 520",1810.0,0.0,D,,major,Other,other
,WoO 22,,Biamonti 521, Ecossaise,D major, ww br perc,Orchestral,"WoO 22, Biamonti 521",1810.0,0.0,D,,major,Other,other
,WoO 23,,Biamonti 532, Ecossaise,G major, ww br perc,Orchestral,"WoO 23, Biamonti 532",1810.0,0.0,G,,major,Other,other
,WoO 24,,Biamonti 653, March,D major, ww br perc,Orchestral,"WoO 24, Biamonti 653",1816.0,0.0,D,,major,March,other
,WoO 25,,Biamonti 40, Rondino,E flat major, 2ob 2cl 2bn 2hn,Chamber,"WoO 25, Biamonti 40",1793.0,0.0,E flat,,major,Other,other
,WoO 26,Hess 17,Biamonti 32, Duo for 2 flutes,G major, 2fl,Chamber,"WoO 26, Biamonti 32",1792.0,0.0,G,,major,Duo,other
,WoO 27,,Biamonti 39, Duets (3),unknown, vn vc,Chamber,"WoO 27, Biamonti 39",1718.0,,unknown,,unknown key,Duo,other
,WoO 28,Hess 18,, Variations on 'Là ci darem la mano'  WoO 28 (8),C major, 2ob eh,Chamber,WoO 28,1795.0,0.0,C,,major,Other,other
,WoO 29,,Biamonti 440, March for Wind Sextet in B-flat major('Grenadiermarsch'),B flat major, 2cl 2bn 2hn,Chamber,"WoO 29, Biamonti 440",1798.0,0.0,B flat,,major,"Sextet, Septet or Octet",other
,WoO 29,Hess 87,, March for Wind Sextet in B-flat major('Grenadiermarsch'),B flat major, pf,Keyboard,WoO 29,1798.0,0.0,B flat,,major,March for Piano,other
,WoO 30,,Biamonti 548, Equali (3),unknown, 4tbn,Chamber,"WoO 30, Biamonti 548",1812.0,,unknown,,unknown key,Other,other
,WoO 31,,Biamonti 6, Fugue,D major, org,Keyboard,"WoO 31, Biamonti 6",1783.0,0.0,D,,major,Fugue for Piano,other
,WoO 32,Hess 22-24,Biamonti 161, Duet mit zwei obligaten Augengläsern ('Duet with 2 obbligato eyeglasses'),E flat major, va vc,Chamber,"WoO 32, Biamonti 161",1797.0,0.0,E flat,,major,Duo,other
,WoO 33,Hess 103-106,Biamonti 197-200, Pieces for Musical Clock (or for flute) (5),unknown, mech/fl,Chamber,"WoO 33, Biamonti 197-200",1718.0,,unknown,,unknown key,Other,other
,WoO 33b,Hess 106-107,Biamonti NaN, Pieces (2),unknown,,,"WoO 33b, Biamonti NaN",1795.0,,unknown,,unknown key,,other
,WoO 34,Hess 42,Biamonti 740, Duet,A major, 2vn,Chamber,"WoO 34, Biamonti 740",1822.0,0.0,A,,major,Duo,other
,WoO 35,Hess 273,Biamonti 809, Canon,A major, 2vn/2vc,Chamber,"WoO 35, Biamonti 809",1825.0,0.0,A,,major,Other,other
,WoO 36 No. 1,,Biamonti 12/1, Piano Quartets: Piano Quartet No.1 in E-flat major,E flat major, vn va vc pf,Chamber,"WoO 36 No. 1, Biamonti 12/1",1785.0,0.0,E flat,,major,Quartet (except String Quartet),other
,WoO 36 No. 2,,Biamonti 12/2, Piano Quartets: Piano Quartet No.2 in D major,D major, vn va vc pf,Chamber,"WoO 36 No. 2, Biamonti 12/2",1785.0,0.0,D,,major,Quartet (except String Quartet),other
,WoO 36 No. 3,,Biamonti 12/3, Piano Quartets: Piano Quartet No.3 in C major,C major, vn va vc pf,Chamber,"WoO 36 No. 3, Biamonti 12/3",1785.0,0.0,C,,major,Quartet (except String Quartet),other
,WoO 37,,Biamonti 19, Trio,G major, fl bn pf,Chamber,"WoO 37, Biamonti 19",1790.0,0.0,G,,major,Trio (except Piano Trio),other
,WoO 38,,Biamonti 31, Piano Trio in E-flat major,E flat major, vn vc pf,Chamber,"WoO 38, Biamonti 31",1791.0,0.0,E flat,,major,Piano Trio,other
,WoO 39,,Biamonti 542, Allegretto,B flat major, vn vc pf,Chamber,"WoO 39, Biamonti 542",1812.0,0.0,B flat,,major,Other,other
,WoO 40,,Biamonti 46, Variations on 'Se vuol ballare' (12),F major, vn pf,Chamber,"WoO 40, Biamonti 46",1793.0,0.0,F,,major,Other,other
,WoO 41,,Biamonti 57, Rondo,G major, vn pf,Chamber,"WoO 41, Biamonti 57",1794.0,0.0,G,,major,Other,other
,WoO 42,,Biamonti 112, German Dances (6),unknown, vn pf,Chamber,"WoO 42, Biamonti 112",1796.0,,unknown,,unknown key,Other,other
,WoO 43a,,Biamonti 121, Sonatina,C minor, mand hpd,Chamber,"WoO 43a, Biamonti 121",1796.0,1.0,C,,minor,Other,other
,WoO 43b,,Biamonti 122, Adagio,E flat major, mand hpd,Chamber,"WoO 43b, Biamonti 122",1796.0,0.0,E flat,,major,Other,other
,WoO 44a,Hess 43,Biamonti 124, Sonatina,C major, mand hpd,Chamber,"WoO 44a, Biamonti 124",1796.0,0.0,C,,major,Other,other
,WoO 44b,Hess 45,Biamonti 125, Andante con Variazioni,D major, mand hpd,Chamber,"WoO 44b, Biamonti 125",1796.0,0.0,D,,major,Other,other
,WoO 45,,Biamonti 126, Variations on 'See the conqu'ring hero comes' (12),G major, vc pf,Chamber,"WoO 45, Biamonti 126",1796.0,0.0,G,,major,Other,other
,WoO 46,,Biamonti 300, Variations on 'Bei Männern  welche Liebe fühlen' (7),E flat major, vc pf,Chamber,"WoO 46, Biamonti 300",1801.0,0.0,E flat,,major,Other,other
,WoO 47 No. 1,,Biamonti 2/1, Piano Sonatas ('Electoral') ('Kurfürstensonate'): Piano Sonata,E flat major, pf,Keyboard,"WoO 47 No. 1, Biamonti 2/1",1783.0,0.0,E flat,,major,Sonata for Piano,other
,WoO 47 No. 2,,Biamonti 2/2, Piano Sonatas ('Electoral') ('Kurfürstensonate'): Piano Sonata,F minor, pf,Keyboard,"WoO 47 No. 2, Biamonti 2/2",1783.0,1.0,F,,minor,Sonata for Piano,other
,WoO 47 No. 3,,Biamonti 2/3, Piano Sonatas ('Electoral') ('Kurfürstensonate'): Piano Sonata,D major, pf,Keyboard,"WoO 47 No. 3, Biamonti 2/3",1783.0,0.0,D,,major,Sonata for Piano,other
,WoO 48,Hess 51,Biamonti 4, Rondo,C major, pf,Keyboard,"WoO 48, Biamonti 4",1783.0,0.0,C,,major,Rondo for Piano,other
,WoO 49,,Biamonti 5, Rondo,A major, pf,Keyboard,"WoO 49, Biamonti 5",1783.0,0.0,A,,major,Rondo for Piano,other
,WoO 50,Hess 53,Biamonti 21, Piano Sonata,F major, pf,Keyboard,"WoO 50, Biamonti 21",1792.0,0.0,F,,major,Sonata for Piano,other
,WoO 51,,Biamonti 36, Piano Sonata,C major, pf,Keyboard,"WoO 51, Biamonti 36",1798.0,0.0,C,,major,Sonata for Piano,other
,WoO 52,,Biamonti 139, Bagatelle,C minor, pf,Keyboard,"WoO 52, Biamonti 139",1718.0,1.0,C,,minor,Bagatelle,other
,WoO 53,,Biamonti 158, Allegretto,C minor, pf,Keyboard,"WoO 53, Biamonti 158",1797.0,1.0,C,,minor,Other,other
,WoO 53,Hess 66,Biamonti 159, Allegretto,C minor, pf,Keyboard,"WoO 53, Biamonti 159",1797.0,1.0,C,,minor,Other,other
,WoO 54,,Biamonti 26, Bagatelle ('Lustig-traurig'),C major, pf,Keyboard,"WoO 54, Biamonti 26",1802.0,1.0,C,,minor,Bagatelle,other
,WoO 55,,Biamonti 374, Prelude,F minor, pf,Keyboard,"WoO 55, Biamonti 374",1803.0,1.0,F,,minor,Other,Most popular compositions
,WoO 56,,Biamonti 408, Bagatelle,C major, pf,Keyboard,"WoO 56, Biamonti 408",1822.0,0.0,C,,major,Bagatelle,other
,WoO 57,,Biamonti 409, Andante favori,F major, pf,Keyboard,"WoO 57, Biamonti 409",1804.0,0.0,F,,major,Other,other
,WoO 58,,Biamonti 424, Cadenzas (2),D minor, pf,Keyboard,"WoO 58, Biamonti 424",1809.0,1.0,D,,minor,Cadenza for Piano,other
,WoO 59,,Biamonti 515, Für Elise (Bagatelle),A minor, pf,Keyboard,"WoO 59, Biamonti 515",1810.0,1.0,A,,minor,Bagatelle,Most popular compositions
